month_end,month_end_price,monthly_return,monthly_return_pct
2003-06-30,9.97,-0.0029999999999998916,-0.29999999999998916
2003-07-31,9.63,-0.034102306920762215,-3.4102306920762215
2003-08-31,9.7,0.007268951194184581,0.7268951194184581
2003-09-30,9.96,0.026804123711340333,2.6804123711340333
2003-10-31,9.86,-0.010040160642570406,-1.0040160642570406
2003-11-30,9.89,0.0030425963488844854,0.30425963488844854
2003-12-31,9.99,0.010111223458038276,1.0111223458038276
2004-01-31,10.07,0.00800800800800805,0.800800800800805
2004-02-29,10.18,0.010923535253227312,1.0923535253227312
2004-03-31,10.25,0.006876227897838927,0.6876227897838927
2004-04-30,9.99,-0.025365853658536608,-2.536585365853661
2004-05-31,9.94,-0.005005005005005114,-0.5005005005005114
2004-06-30,10.0,0.006036217303823088,0.6036217303823088
2004-07-31,10.1,0.010000000000000009,1.0000000000000009
2004-08-31,10.29,0.01881188118811883,1.8811881188118829
2004-09-30,10.32,0.00291545189504383,0.291545189504383
2004-10-31,10.41,0.008720930232558155,0.8720930232558155
2004-11-30,10.32,-0.008645533141210415,-0.8645533141210415
2004-12-31,10.42,0.009689922480620172,0.9689922480620172
2005-01-31,10.48,0.0057581573896352545,0.5758157389635254
2005-02-28,10.42,-0.005725190839694694,-0.5725190839694694
2005-03-31,10.37,-0.004798464491362786,-0.4798464491362786
2005-04-30,10.51,0.013500482160077265,1.3500482160077265
2005-05-31,10.62,0.010466222645099776,1.0466222645099776
2005-06-30,10.68,0.005649717514124353,0.5649717514124353
2005-07-31,10.59,-0.008426966292134797,-0.8426966292134797
2005-08-31,10.72,0.012275731822474212,1.2275731822474212
2005-09-30,10.61,-0.010261194029850818,-1.0261194029850818
2005-10-31,10.53,-0.007540056550424112,-0.7540056550424112
2005-11-30,10.57,0.003798670465337217,0.3798670465337217
2005-12-31,10.67,0.009460737937559083,0.9460737937559083
2006-01-31,10.68,0.0009372071227740086,0.09372071227740086
2006-02-28,10.71,0.002808988764045006,0.2808988764045006
2006-03-31,10.61,-0.00933706816059765,-0.933706816059765
2006-04-30,10.59,-0.0018850141376060003,-0.18850141376060003
2006-05-31,10.58,-0.0009442870632672129,-0.09442870632672129
2006-06-30,10.6,0.001890359168241984,0.1890359168241984
2006-07-31,10.74,0.013207547169811429,1.3207547169811429
2006-08-31,10.91,0.01582867783985109,1.582867783985109
2006-09-30,11.0,0.008249312557286892,0.8249312557286892
2006-10-31,11.08,0.0072727272727273196,0.727272727272732
2006-11-30,11.2,0.010830324909747224,1.0830324909747224
2006-12-31,11.14,-0.005357142857142727,-0.5357142857142727
2007-01-31,11.14,0.0,0.0
2007-02-28,11.31,0.015260323159784539,1.526032315978454
2007-03-31,11.31,0.0,0.0
2007-04-30,11.37,0.0053050397877982824,0.5305039787798282
2007-05-31,11.29,-0.0070360598065083435,-0.7036059806508344
2007-06-30,11.26,-0.0026572187776793266,-0.26572187776793266
2007-07-31,11.35,0.00799289520426294,0.799289520426294
2007-08-31,11.49,0.012334801762114544,1.2334801762114544
2007-09-30,11.58,0.007832898172323688,0.7832898172323688
2007-10-31,11.68,0.008635578583765069,0.8635578583765069
2007-11-30,11.9,0.018835616438356295,1.8835616438356295
2007-12-31,11.93,0.0025210084033613356,0.25210084033613356
2008-01-31,12.14,0.017602682313495377,1.7602682313495377
2008-02-29,12.16,0.0016474464579900872,0.16474464579900872
2008-03-31,12.2,0.0032894736842103978,0.3289473684210398
2008-04-30,12.18,-0.0016393442622950616,-0.16393442622950616
2008-05-31,12.09,-0.00738916256157629,-0.738916256157629
2008-06-30,12.08,-0.0008271298593879317,-0.08271298593879317
2008-07-31,12.0787,-0.00010761589403973648,-0.010761589403973648
2008-08-31,12.1896,0.009181451646286476,0.9181451646286476
2008-09-30,12.03,-0.013093128568615997,-1.3093128568615997
2008-10-31,11.7408,-0.024039900249376522,-2.4039900249376522
2008-11-30,12.1278,0.03296197874080131,3.296197874080131
2008-12-31,12.5807,0.03734395356123943,3.734395356123943
2009-01-31,12.4727,-0.008584577964660167,-0.8584577964660167
2009-02-28,12.4241,-0.0038965099777915624,-0.38965099777915624
2009-03-31,12.5961,0.013844061139237418,1.3844061139237418
2009-04-30,12.6581,0.0049221584458680745,0.49221584458680745
2009-05-31,12.7572,0.007828979072688647,0.7828979072688647
2009-06-30,12.826,0.00539303295393978,0.539303295393978
2009-07-31,13.0296,0.01587400592546384,1.587400592546384
2009-08-31,13.1642,0.010330324798919266,1.0330324798919266
2009-09-30,13.3046,0.010665289193418692,1.0665289193418692
2009-10-31,13.3719,0.005058400853839906,0.5058400853839906
2009-11-30,13.5451,0.012952534793110981,1.2952534793110981
2009-12-31,13.3347,-0.015533292482152183,-1.5533292482152183
2010-01-31,13.5399,0.015388422686674508,1.5388422686674508
2010-02-28,13.5919,0.00384050103767386,0.384050103767386
2010-03-31,13.5767,-0.001118313112956959,-0.1118313112956959
2010-04-30,13.7214,0.01065796548498521,1.065796548498521
2010-05-31,13.8385,0.008534114594720643,0.8534114594720643
2010-06-30,14.0548,0.01563030675289956,1.5630306752899559
2010-07-31,14.2053,0.010708085493923658,1.0708085493923658
2010-08-31,14.3865,0.012755802411775985,1.2755802411775985
2010-09-30,14.411,0.001702985437736837,0.1702985437736837
2010-10-31,14.4629,0.0036014155853167917,0.3601415585316792
2010-11-30,14.3811,-0.0056558504864169246,-0.5655850486416925
2010-12-31,14.2295,-0.01054161364568773,-1.054161364568773
2011-01-31,14.2478,0.0012860606486524429,0.12860606486524429
2011-02-28,14.2843,0.0025617990145847536,0.25617990145847536
2011-03-31,14.2928,0.0005950589108321136,0.05950589108321136
2011-04-30,14.4751,0.01275467368185379,1.275467368185379
2011-05-31,14.6649,0.013112171936636052,1.3112171936636052
2011-06-30,14.621,-0.0029935424039713165,-0.29935424039713165
2011-07-31,14.8538,0.015922303536009874,1.5922303536009874
2011-08-31,15.0695,0.014521536576499017,1.4521536576499017
2011-09-30,15.1799,0.0073260559408077075,0.7326055940807708
2011-10-31,15.1962,0.0010737883648772595,0.10737883648772595
2011-11-30,15.1974,7.896711019861336e-05,0.007896711019861336
2011-12-31,15.3516,0.010146472422914332,1.0146472422914332
2012-01-31,15.4872,0.008832955522551478,0.8832955522551478
2012-02-29,15.495,0.0005036417170307672,0.05036417170307672
2012-03-31,15.4004,-0.006105195224265891,-0.6105195224265891
2012-04-30,15.5729,0.011201007766032056,1.1201007766032056
2012-05-31,15.7142,0.009073454526774105,0.9073454526774105
2012-06-30,15.7214,0.00045818431736899257,0.04581843173689926
2012-07-31,15.9389,0.013834645769460918,1.3834645769460918
2012-08-31,15.9507,0.0007403271242054643,0.07403271242054643
2012-09-30,15.975,0.0015234441121705355,0.15234441121705355
2012-10-31,16.0063,0.0019593114241001075,0.19593114241001075
2012-11-30,16.0324,0.0016306079481203106,0.16306079481203106
2012-12-31,16.0109,-0.0013410344053291778,-0.13410344053291778
2013-01-31,15.921,-0.005614924832457846,-0.5614924832457846
2013-02-28,16.0023,0.005106463161861807,0.5106463161861807
2013-03-31,16.0131,0.0006749029826962349,0.0674902982696235
2013-04-30,16.1764,0.01019790046899094,1.019790046899094
2013-05-31,15.8887,-0.017785168517098993,-1.7785168517098993
2013-06-30,15.6462,-0.015262419203584954,-1.5262419203584954
2013-07-31,15.6666,0.0013038309621504762,0.13038309621504762
2013-08-31,15.5919,-0.004768105396193212,-0.4768105396193212
2013-09-30,15.7462,0.009896164033889265,0.9896164033889265
2013-10-31,15.8861,0.008884683288666428,0.8884683288666428
2013-11-30,15.8301,-0.0035250942647976347,-0.35250942647976347
2013-12-31,15.7416,-0.005590615346712902,-0.5590615346712902
2014-01-31,15.9903,0.015798902271687787,1.5798902271687787
2014-02-28,16.0898,0.00622252240420762,0.622252240420762
2014-03-31,16.0656,-0.0015040584718268857,-0.15040584718268857
2014-04-30,16.2104,0.009013046509311895,0.9013046509311895
2014-05-31,16.4061,0.012072496668805055,1.2072496668805055
2014-06-30,16.4291,0.0014019175794368621,0.1401917579436862
2014-07-31,16.3986,-0.0018564620094831952,-0.18564620094831952
2014-08-31,16.5824,0.011208273877038488,1.1208273877038488
2014-09-30,16.4855,-0.005843544963334724,-0.5843544963334724
2014-10-31,16.6443,0.009632707530860651,0.9632707530860651
2014-11-30,16.7673,0.007389917268974866,0.7389917268974866
2014-12-31,16.8017,0.0020516123645428763,0.20516123645428763
2015-01-31,17.1589,0.02125975347732667,2.125975347732667
2015-02-28,17.0036,-0.00905069672298342,-0.905069672298342
2015-03-31,17.0842,0.004740172669317033,0.4740172669317033
2015-04-30,17.0363,-0.0028037601994824746,-0.28037601994824746
2015-05-31,16.9915,-0.002629678979590766,-0.2629678979590766
2015-06-30,16.8104,-0.01065827031162625,-1.065827031162625
2015-07-31,16.9344,0.007376386046732852,0.7376386046732852
2015-08-31,16.9164,-0.0010629251700681186,-0.10629251700681186
2015-09-30,17.0438,0.007531153200444729,0.7531153200444729
2015-10-31,17.0468,0.000176017085391722,0.0176017085391722
2015-11-30,17.0057,-0.002411009690968413,-0.2411009690968413
2015-12-31,16.9549,-0.002987233692232749,-0.2987233692232749
2016-01-31,17.2071,0.014874755970250675,1.4874755970250675
2016-02-29,17.3246,0.006828576575948375,0.6828576575948375
2016-03-31,17.4856,0.009293143853249308,0.9293143853249308
2016-04-30,17.5566,0.00406048405545123,0.406048405545123
2016-05-31,17.5703,0.0007803333219416064,0.07803333219416064
2016-06-30,17.8874,0.018047500611827916,1.8047500611827916
2016-07-31,18.0017,0.0063899728300367276,0.6389972830036728
2016-08-31,17.9811,-0.0011443363682317464,-0.11443363682317464
2016-09-30,17.9737,-0.0004115432315042744,-0.04115432315042744
2016-10-31,17.8404,-0.00741639172791364,-0.741639172791364
2016-11-30,17.4207,-0.023525257281226786,-2.3525257281226786
2016-12-31,17.4483,0.001584322099571267,0.1584322099571267
2017-01-31,17.489,0.0023326054687276,0.23326054687276
2017-02-28,17.6125,0.007061581565555475,0.7061581565555475
2017-03-31,17.6102,-0.00013058907026264333,-0.013058907026264333
2017-04-30,17.753,0.008108936866134453,0.8108936866134453
2017-05-31,17.8967,0.00809440657916971,0.8094406579169711
2017-06-30,17.8813,-0.0008604938340587287,-0.08604938340587287
2017-07-31,17.9584,0.004311767041546233,0.4311767041546233
2017-08-31,18.1218,0.009098806129721915,0.9098806129721915
2017-09-30,18.0354,-0.004767738304142011,-0.47677383041420107
2017-10-31,18.0487,0.00073743859298947,0.073743859298947
2017-11-30,18.0291,-0.0010859507886994413,-0.10859507886994413
2017-12-31,18.115,0.004764519582230786,0.4764519582230786
2018-01-31,17.9085,-0.011399392768423833,-1.1399392768423833
2018-02-28,17.7361,-0.009626713571767587,-0.9626713571767587
2018-03-31,17.8516,0.006512141902673019,0.6512141902673019
2018-04-30,17.7217,-0.007276658674852832,-0.7276658674852832
2018-05-31,17.8509,0.007290496961352533,0.7290496961352533
2018-06-30,17.833,-0.0010027505615963772,-0.10027505615963772
2018-07-31,17.8396,0.0003701003757081711,0.03701003757081711
2018-08-31,17.9585,0.006664947644565933,0.6664947644565933
2018-09-30,17.8463,-0.0062477378400200845,-0.6247737840020084
2018-10-31,17.7065,-0.007833556535528419,-0.7833556535528419
2018-11-30,17.8157,0.006167226724649311,0.6167226724649311
2018-12-31,18.1428,0.01836021037624125,1.8360210376241248
2019-01-31,18.3361,0.010654364265713978,1.0654364265713978
2019-02-28,18.3244,-0.0006380855252751116,-0.06380855252751116
2019-03-31,18.6777,0.019280303857152292,1.9280303857152292
2019-04-30,18.6814,0.0001980971961215161,0.01980971961215161
2019-05-31,19.0127,0.017734216921643897,1.7734216921643897
2019-06-30,19.2519,0.012581064236010686,1.2581064236010686
2019-07-31,19.2925,0.0021088827596238424,0.21088827596238424
2019-08-31,19.7948,0.026036024361798527,2.6036024361798527
2019-09-30,19.6872,-0.005435771010568358,-0.5435771010568358
2019-10-31,19.7428,0.0028241700190985153,0.28241700190985153
2019-11-30,19.7324,-0.0005267743177259643,-0.05267743177259643
2019-12-31,19.7176,-0.0007500354746506899,-0.07500354746506899
2020-01-31,20.095,0.01914026047794848,1.9140260477948479
2020-02-29,20.4606,0.018193580492659844,1.8193580492659844
2020-03-31,20.3288,-0.006441648827502533,-0.6441648827502533
2020-04-30,20.6908,0.017807248829247113,1.7807248829247113
2020-05-31,20.7857,0.004586579542598557,0.45865795425985567
